,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,upington,-28.4478,21.2561,21.13,21,0,1.69,ZA,1658934108
371,faya,18.3851,42.4509,20.63,63,86,4.73,SA,1658934109
372,esperance,-33.8667,121.9,14.3,85,100,4.5,AU,1658934109
373,muisne,0.6,-80.0333,22.65,92,100,4.47,EC,1658934109
374,sibolga,1.7427,98.7792,25.65,78,100,0.99,ID,1658934110
375,susner,23.95,76.0833,26.55,81,97,4.33,IN,1658934110
376,sao felix do xingu,-6.6447,-51.995,32.43,27,91,2.62,BR,1658934041
377,itoman,26.1247,127.6694,29.01,84,20,3.09,JP,1658934111
378,bure,10.7,37.0667,16.72,89,100,0.93,ET,1658934111
379,castelo,-20.6036,-41.1847,28.14,41,21,1.69,BR,1658934048
380,san juan del sur,11.2529,-85.8705,26.88,79,58,7.55,NI,1658934112
381,novovasylivka,46.8315,35.7536,27.36,43,91,2.0,UA,1658934112
382,zeya,53.75,127.2667,19.5,97,100,1.0,RU,1658934112
383,okhotsk,59.3833,143.3,13.19,91,61,2.39,RU,1658934113
384,prince rupert,54.3161,-130.3201,16.32,90,34,0.54,CA,1658934021
385,brae,60.3964,-1.353,13.7,71,91,3.81,GB,1658934113
386,yulara,-25.2406,130.9889,8.1,30,0,4.09,AU,1658934113
387,latehar,23.75,84.5,27.16,72,71,1.7,IN,1658934114
388,gayny,60.3071,54.3241,20.06,60,30,0.84,RU,1658934114
389,hofn,64.2539,-15.2082,12.01,94,100,4.12,IS,1658934114
390,fussen,47.8739,12.1695,25.82,51,61,2.08,DE,1658934115
391,bushehr,28.9684,50.8385,32.71,75,100,7.39,IR,1658934115
392,talnakh,69.4865,88.3972,17.82,50,100,0.97,RU,1658934116
393,daru,-9.0763,143.2092,24.53,91,98,7.9,PG,1658934116
394,isangel,-19.55,169.2667,24.04,91,50,2.53,VU,1658934117
395,pratapgarh,24.0333,74.7833,24.91,86,74,4.58,IN,1658934059
396,mani,4.8172,-72.2886,27.53,74,62,1.66,CO,1658934021
397,ugoofaaru,5.6667,73.0,27.81,76,30,7.1,MV,1658934117
398,huarmey,-10.0681,-78.1522,19.46,74,13,4.53,PE,1658934118
399,codrington,-38.2667,141.9667,10.34,81,89,3.53,AU,1658934118
400,ixil,21.15,-89.4833,28.92,62,10,2.95,MX,1658934118
401,beloha,-25.1667,45.05,18.66,63,7,3.99,MG,1658934119
402,laguna,38.421,-121.4238,21.71,77,0,3.6,US,1658934120
403,minyar,55.0709,57.5485,19.24,77,50,3.82,RU,1658934120
404,road town,18.4167,-64.6167,27.42,71,1,6.9,VG,1658934121
405,lompoc,34.6391,-120.4579,13.85,87,100,2.06,US,1658934121
406,warri,5.5167,5.75,25.09,86,100,3.0,NG,1658934122
407,joshimath,30.5667,79.5667,21.9,94,100,0.75,IN,1658934122
408,sobolevo,54.4299,31.8996,20.87,85,100,3.76,RU,1658934122
409,ankpa,7.3706,7.6253,23.72,86,100,2.31,NG,1658934123
410,khani,41.9563,42.9566,21.76,78,90,1.96,GE,1658934123
411,litovko,49.2361,135.1742,17.64,95,21,0.45,RU,1658934123
412,kavaratti,10.5669,72.642,27.36,82,48,8.44,IN,1658934124
413,ilhabela,-23.7781,-45.3581,23.12,70,9,1.58,BR,1658934124
414,plaisance-du-touch,43.5657,1.2975,27.92,32,0,4.12,FR,1658934125
415,srednekolymsk,67.45,153.6833,4.22,77,1,3.55,RU,1658934125
416,lata,40.1629,-8.3327,28.6,45,0,5.72,PT,1658934126
417,puerto ayacucho,5.6639,-67.6236,27.69,76,80,1.9,VE,1658934126
418,kodinsk,58.6881,99.1844,13.94,86,100,2.43,RU,1658934127
419,cartagena,10.3997,-75.5144,28.79,84,40,2.06,CO,1658933984
420,moron,-34.6534,-58.6198,20.53,95,95,1.2,AR,1658934127
421,hirara,24.8,125.2833,29.41,77,8,5.36,JP,1658934127
422,la asuncion,11.0333,-63.8628,30.85,70,72,7.2,VE,1658934128
423,nome,64.5011,-165.4064,7.04,93,40,2.06,US,1658934128
424,ukiah,39.1502,-123.2078,24.13,49,0,0.52,US,1658934002
425,strezhevoy,60.7333,77.5889,18.18,72,95,3.89,RU,1658934129
426,harper,4.375,-7.7169,24.64,80,100,5.02,LR,1658934129
427,riyadh,24.6877,46.7219,42.08,8,100,2.81,SA,1658933944
428,liwale,-9.7667,37.9333,26.41,34,66,2.22,TZ,1658934130
429,beipiao,41.7919,120.7792,21.53,85,89,1.64,CN,1658934130
430,serenje,-13.2325,30.2352,20.09,36,4,3.94,ZM,1658934131
431,ampanihy,-24.7,44.75,19.2,58,0,5.97,MG,1658934131
432,tual,-5.6667,132.75,26.1,85,55,10.52,ID,1658934131
433,pisco,-13.7,-76.2167,17.63,76,75,1.03,PE,1658934132
434,panama city,8.9936,-79.5197,30.52,71,40,1.03,PA,1658933854
435,chenzhou,25.8,113.0333,28.28,68,100,1.37,CN,1658934132
436,esmeraldas,-19.7625,-44.3139,25.01,36,0,2.87,BR,1658934109
437,carballo,43.213,-8.691,26.12,51,0,3.23,ES,1658934133
438,henderson,36.0397,-114.9819,31.2,51,0,1.54,US,1658933666
439,bata,1.8639,9.7658,26.05,77,83,6.4,GQ,1658934133
440,mnogovershinnyy,53.9353,139.9242,10.75,95,4,1.18,RU,1658934133
441,bulgan,48.8125,103.5347,11.89,85,99,0.87,MN,1658934134
442,tuatapere,-46.1333,167.6833,7.14,97,100,0.88,NZ,1658934134
443,shingu,33.7333,135.9833,24.95,92,7,1.25,JP,1658934134
444,portland,45.5234,-122.6762,22.78,76,56,1.34,US,1658933934
445,duekoue,6.7472,-7.3496,25.87,70,100,2.38,CI,1658934135
446,puerto baquerizo moreno,-0.9,-89.6,21.55,84,95,5.44,EC,1658934135
447,leningradskiy,69.3833,178.4167,1.81,93,100,1.75,RU,1658934135
448,port elizabeth,-33.918,25.5701,17.83,78,82,2.24,ZA,1658934032
449,viransehir,37.2353,39.7631,39.0,8,0,4.07,TR,1658934136
450,sungaipenuh,-2.0833,101.3833,18.3,97,44,1.1,ID,1658934136
451,lenger,42.183,69.8839,29.69,25,95,1.74,KZ,1658934137
452,fortuna,40.5982,-124.1573,12.77,80,32,0.72,US,1658934137
453,artigas,-30.4,-56.4667,24.53,70,100,4.86,UY,1658934137
454,karaidel,55.8337,56.9069,18.66,74,64,3.27,RU,1658934138
455,imbituba,-28.24,-48.6703,22.83,70,36,6.26,BR,1658934138
456,flin flon,54.7682,-101.865,14.5,72,78,4.48,CA,1658934138
457,milkovo,54.7167,158.6167,15.0,68,100,1.86,RU,1658934139
458,burgos,42.3394,-3.7079,27.23,34,20,2.57,ES,1658934139
459,bowen,-20.0167,148.2333,15.97,67,0,6.1,AU,1658934140
460,wanning,18.8003,110.3967,27.52,84,47,2.28,CN,1658934140
461,la ronge,55.1001,-105.2842,14.9,63,11,2.6,CA,1658934141
462,obo,5.3998,26.4869,21.52,95,100,0.46,CF,1658934141
463,miles city,46.4083,-105.8406,24.53,35,4,4.09,US,1658934141
464,nur,52.6683,22.3221,22.64,42,57,5.72,PL,1658934142
465,joigny,47.9829,3.401,26.56,25,53,3.16,FR,1658934142
466,piedra gorda,18.4341,-66.8877,31.14,74,4,4.02,PR,1658934143
467,almaznyy,48.0448,40.045,27.19,38,70,1.81,RU,1658934143
468,kaeo,-35.1,173.7833,14.62,94,81,8.28,NZ,1658934144
469,haines junction,60.7522,-137.5108,9.08,77,60,0.55,CA,1658934145
470,stokke,59.2236,10.3003,21.84,52,0,5.66,NO,1658934146
471,palmares do sul,-30.2578,-50.5097,22.09,62,72,0.66,BR,1658934146
472,impfondo,1.6381,18.0667,29.94,55,88,1.56,CG,1658934147
473,kaltenkirchen,53.8333,9.9667,21.2,52,26,4.92,DE,1658934147
474,yuanping,38.7153,112.7575,15.25,91,69,1.67,CN,1658934148
475,hun,29.1268,15.9477,36.64,7,0,4.02,LY,1658934150
476,easton,40.6884,-75.2207,29.09,56,93,0.45,US,1658934001
477,miedzychod,52.5988,15.897,24.1,31,11,4.56,PL,1658934151
478,port dickson,2.5228,101.7959,27.12,83,93,5.72,MY,1658934152
479,port-gentil,-0.7193,8.7815,26.98,74,75,6.17,GA,1658934070
480,tignere,7.3667,12.65,21.43,86,94,2.02,CM,1658934153
481,tawang,27.5833,91.8667,14.03,96,99,0.36,IN,1658934154
482,esfahan,32.6572,51.6776,37.8,17,27,8.54,IR,1658934130
483,metro,-5.1131,105.3067,23.84,92,62,1.96,ID,1658934154
484,mwinilunga,-11.7358,24.4293,25.82,20,86,2.84,ZM,1658934155
485,chornobayivka,46.6941,32.5537,30.9,30,6,5.41,UA,1658934156
486,magnor,59.9511,12.1996,19.97,32,52,4.02,SE,1658934156
487,huaraz,-9.5333,-77.5333,15.35,33,4,1.68,PE,1658934157
488,riberalta,-10.9833,-66.1,33.41,29,18,1.39,BO,1658934158
489,cap-aux-meules,47.3821,-61.8597,17.67,87,4,5.67,CA,1658934158
490,lircay,-12.9896,-74.7205,10.86,57,66,2.5,PE,1658934159
491,ayan,56.45,138.1667,14.3,88,34,1.89,RU,1658934160
492,amsterdam,52.374,4.8897,21.09,51,20,3.6,NL,1658933574
493,chabua,27.4825,95.1736,25.95,92,42,0.36,IN,1658934161
494,bubaque,11.2833,-15.8333,26.18,79,73,4.53,GW,1658934161
495,iglesias,39.3114,8.535,34.68,39,0,6.62,IT,1658934162
496,algiers,36.7525,3.042,30.9,51,20,5.14,DZ,1658933904
497,tigil,57.8,158.6667,11.44,97,100,1.9,RU,1658934163
498,venancio aires,-29.6064,-52.1919,25.15,63,100,0.75,BR,1658934164
499,rochegda,62.8,43.25,24.2,57,63,3.2,RU,1658934164
500,mbanza-ngungu,-5.25,14.8667,29.65,34,37,2.78,CD,1658934165
501,araguaina,-7.1911,-48.2072,33.94,24,60,3.44,BR,1658934017
502,dalbandin,28.8947,64.4101,32.97,44,48,5.03,PK,1658934166
503,marshfield,44.6689,-90.1718,23.64,64,20,4.12,US,1658934156
504,mbini,1.574,9.6134,26.21,75,98,6.05,GQ,1658934167
505,sabratah,32.7933,12.4885,34.08,30,0,4.87,LY,1658934167
506,cururupu,-1.8283,-44.8683,31.65,49,14,2.61,BR,1658934168
507,jabalpur,23.167,79.9501,25.47,88,75,3.09,IN,1658933926
508,sao geraldo do araguaia,-6.4006,-48.555,34.49,25,2,3.07,BR,1658934169
509,buraydah,26.326,43.975,42.65,8,41,3.13,SA,1658934170
510,nioro,13.35,-15.75,29.07,71,99,4.21,GM,1658934170
511,svetlogorsk,52.6333,29.7333,18.23,85,100,1.25,BY,1658934171
512,benguela,-12.5763,13.4055,22.99,71,78,3.1,AO,1658934032
513,touros,-5.1989,-35.4608,28.28,64,26,7.5,BR,1658934172
514,rawson,-43.3002,-65.1023,7.03,88,100,3.94,AR,1658933991
515,harnosand,62.6323,17.9379,18.33,51,98,7.85,SE,1658934174
516,saint-doulchard,47.1037,2.352,25.81,24,92,3.04,FR,1658934174
517,darfo,45.8779,10.1812,31.64,60,38,0.95,IT,1658934175
518,clinton,42.587,-82.9199,24.47,79,100,5.14,US,1658934175
519,bereda,43.2686,-7.5406,25.23,62,0,2.43,ES,1658934176
520,naklo nad notecia,53.1421,17.6018,20.97,31,10,7.37,PL,1658934155
521,tartus,34.889,35.8866,29.98,55,0,3.22,SY,1658934176
522,forio,40.7342,13.8646,33.16,74,0,8.03,IT,1658934177
523,ambilobe,-13.2,49.05,22.09,76,34,1.88,MG,1658934178
524,sabang,5.8933,95.3214,27.53,75,100,2.19,ID,1658934178
525,shakawe,-18.3667,21.85,27.81,13,2,4.07,BW,1658934179
526,jalu,29.0331,21.5482,38.37,14,0,6.49,LY,1658934179
527,kuznechnoye,61.12,29.8686,20.56,55,100,4.46,RU,1658934180
528,litovel,49.7012,17.0762,24.89,99,58,2.48,CZ,1658934180
529,hukuntsi,-24.0,21.75,25.39,18,27,5.71,BW,1658934180
530,kiama,-34.6833,150.8667,11.88,70,49,4.07,AU,1658934181
531,sorland,67.667,12.6934,10.92,76,82,8.11,NO,1658934181
532,antofagasta,-23.65,-70.4,13.6,66,67,4.07,CL,1658933965
533,vao,-22.6667,167.4833,20.93,70,0,2.05,NC,1658934182
534,havoysund,70.9963,24.6622,11.13,96,100,6.31,NO,1658934182
535,belmonte,-15.8631,-38.8828,25.19,58,0,3.83,BR,1658934183
536,arlit,18.7369,7.3853,41.52,8,10,3.34,NE,1658934184
537,aksu,41.1231,80.2644,34.57,15,24,9.54,CN,1658934185
538,ballarat,-37.5662,143.8496,7.59,98,99,1.45,AU,1658934185
539,pangnirtung,66.1451,-65.7125,11.57,69,100,2.02,CA,1658934186
540,tapes,-30.6733,-51.3958,20.59,73,97,1.45,BR,1658934053
541,presidencia roque saenz pena,-26.7852,-60.4388,31.38,27,83,5.29,AR,1658934188
542,tungor,53.3808,142.9564,10.96,94,37,3.24,RU,1658934189
543,catia la mar,10.6038,-67.0303,28.33,88,29,3.31,VE,1658934190
544,bani,18.2833,-70.3333,29.36,51,0,5.62,DO,1658934190
545,tvoroyri,61.5556,-6.8111,11.43,94,100,5.96,FO,1658934191
546,dubti,11.7361,41.0853,35.75,31,64,2.2,ET,1658934191
547,batagay,67.6333,134.6333,18.51,64,67,0.57,RU,1658934192
548,burnie,-41.0667,145.9167,8.3,70,54,5.3,AU,1658934192
549,awbari,26.5921,12.7805,37.32,8,0,4.85,LY,1658934193
550,mgandu,-5.95,34.1333,25.19,32,96,3.54,TZ,1658934193
551,birin,26.8865,88.0718,17.93,94,69,1.18,NP,1658934193
552,alofi,-19.0595,-169.9187,24.32,73,12,8.32,NU,1658934194
553,nan,18.8333,100.6667,25.15,86,5,0.89,TH,1658933597
554,abashiri,44.0213,144.2697,18.86,96,38,0.23,JP,1658934195
555,behbahan,30.5959,50.2417,36.31,31,32,7.04,IR,1658934195
556,aksum,14.1245,38.7244,17.34,77,100,2.28,ET,1658934195
557,jennings,38.7192,-90.2604,24.43,90,75,4.12,US,1658934147
558,volosovo,59.4333,29.4833,14.91,92,100,2.97,RU,1658934196
559,manono,-7.3,27.4167,33.55,19,48,0.7,CD,1658934138
560,wad rawah,15.1603,33.1397,32.22,39,99,6.68,SD,1658934197
561,valentin gomez farias,28.2167,-106.5833,21.09,60,98,2.09,MX,1658934197
562,penzance,50.1186,-5.5371,17.62,67,20,3.6,GB,1658934197
563,arinos,-15.9169,-46.1056,27.47,32,0,2.95,BR,1658934198
564,zherdevka,51.8486,41.4606,24.4,62,100,3.02,RU,1658934198
565,nabire,-3.3667,135.4833,24.37,91,100,1.49,ID,1658934199
566,ibipora,-23.2692,-51.0481,26.24,38,9,2.33,BR,1658934199
567,emba,48.8264,58.1442,25.7,45,43,6.21,KZ,1658934200
568,bayanday,53.0661,105.5139,12.86,76,100,1.85,RU,1658934200
569,hobyo,5.3505,48.5268,25.63,72,82,12.17,SO,1658934200
570,kudahuvadhoo,2.6708,72.8944,27.96,77,100,6.18,MV,1658934201
571,charagua,-19.8,-63.2167,28.09,42,6,6.56,BO,1658934201
572,pangody,65.85,74.4859,12.95,63,41,3.56,RU,1658934202
573,warren,39.4334,-84.1666,22.62,85,100,5.14,US,1658934202
574,baruun-urt,46.6806,113.2792,13.7,72,26,4.49,MN,1658934202
575,port hedland,-20.3167,118.5667,17.03,67,3,2.57,AU,1658934203
